# Program:featureCounts v2.0.8; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-s" "2" "-p" "-T" "1" "-a" "raw_data/references/GCF_000002985.6_WBcel235_clean.gtf" "-o" "results/expression/featurecounts/Neg_1_2_gene_counts.tsv" "results/alignment/star/Neg_1_2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/star/Neg_1_2_Aligned.sortedByCoord.out.bam
CELE_D2085.5	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8669133;8669133;8669136;8669137;8669353;8669353;8669353;8669353;8669353;8669353;8669353;8669353;8669353;8669511;8669511;8669511;8669511;8669511;8669511;8669511;8669511;8669511;8669511;8669511;8669511;8669511;8669683;8669683;8669683;8669683;8669683;8669683;8669683;8669683;8669683;8669683;8669683;8669683;8669683;8670176;8670176;8670176;8670176;8670176;8670176;8670176;8670176;8670176;8670176;8670176;8670176;8670176;8670660;8670660;8670660;8670660;8670660;8670660;8670660;8670660;8670660;8670660;8670660;8670660;8670660;8671360;8671360;8671360;8671360;8671360;8671360;8671360;8671360;8671360;8671360;8671360;8671360;8671360;8671676;8671676;8671676;8671676;8671676;8671676;8671676;8671676;8671676;8671676;8671676;8671676;8671676;8672050;8672050;8672050;8672050;8672050;8672253;8672253;8672253;8672253;8672253;8672707;8672707;8672707;8672707;8672707;8672707;8672707;8672707;8672707;8672707;8672707;8672707;8672707;8673173;8673173;8673173;8673173;8673173;8673173;8673173;8673173;8673173;8673173;8673173;8673173;8673173;8673617;8673617;8673617;8673617;8673617;8673617;8673617;8673617;8673617;8673617;8673617;8673617;8673617;8673773;8673773;8673773;8673773;8673773;8673773;8673773;8673773;8673773;8673773;8673773;8673773;8673773;8674225;8674225;8674225;8674225;8674225;8674225;8674225;8674225;8674225;8674225;8674225;8674225;8674225;8674868;8674868;8674868;8674868;8674868;8674868;8674868;8674868;8674868;8674868;8674868;8674868;8674868;8676375;8676375;8677203;8677203;8677692;8677692;8679210;8679210;8680279;8680279;8680279;8680279;8680279;8680515;8680515;8680515;8680515;8680515;8680690;8680690;8680690;8680690;8681420;8681420;8681420;8681420;8681420;8681726;8681726;8681726;8681726;8681726;8682029;8682029;8682029;8682029;8682029;8682175;8682175;8682175;8682175;8682175;8682978;8682978;8682978;8682978;8682978;8683208;8683208;8683208;8683208;8683208;8684275;8684275;8684275;8684847;8684847	8669461;8669461;8669461;8669461;8669461;8669461;8669461;8669461;8669461;8669461;8669461;8669461;8669461;8669627;8669627;8669627;8669627;8669627;8669627;8669627;8669627;8669627;8669627;8669627;8669627;8669627;8669848;8669848;8669848;8669848;8669848;8669848;8669848;8669848;8669848;8669848;8669848;8669848;8669848;8670604;8670604;8670604;8670604;8670604;8670604;8670604;8670604;8670604;8670604;8670604;8670604;8670604;8670907;8670907;8670907;8670907;8670907;8670907;8670907;8670907;8670907;8670907;8670907;8670907;8670907;8671629;8671629;8671629;8671629;8671629;8671629;8671629;8671629;8671629;8671629;8671629;8671629;8671629;8671757;8671757;8671757;8671757;8671757;8671757;8671757;8671757;8671757;8671757;8671757;8671757;8671757;8672205;8672205;8672205;8672205;8672205;8672369;8672369;8672369;8672369;8672369;8673124;8673124;8673124;8673124;8673124;8673124;8673124;8673124;8673124;8673124;8673124;8673124;8673124;8673295;8673295;8673295;8673295;8673295;8673295;8673295;8673295;8673295;8673295;8673295;8673295;8673295;8673720;8673720;8673720;8673720;8673720;8673720;8673720;8673720;8673720;8673720;8673720;8673720;8673720;8674171;8674171;8674171;8674171;8674171;8674171;8674171;8674171;8674171;8674171;8674171;8674171;8674171;8674701;8674701;8674701;8674701;8674701;8674701;8674701;8674701;8674701;8674701;8674701;8674701;8674701;8675005;8675005;8675005;8675005;8675005;8675005;8675005;8675005;8675005;8675005;8675005;8675005;8675005;8676384;8676384;8677269;8677269;8677878;8677878;8679297;8679982;8680452;8680452;8680452;8680452;8680452;8680646;8680646;8680646;8681122;8680646;8681122;8681122;8681122;8681122;8681667;8681667;8681667;8681667;8681667;8681884;8681884;8681884;8681884;8681884;8682125;8682125;8682125;8682125;8682125;8682662;8682662;8682662;8682662;8682662;8683156;8683156;8683156;8683156;8683156;8683275;8683293;8683293;8683293;8683295;8684427;8684400;8684400;8684897;8684924	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6882	4266
CELE_C34C6.9	NC_003280.10;NC_003280.10;NC_003280.10	8685923;8686300;8686474	8686209;8686419;8686579	+;+;+	513	1
CELE_C34C6.11	NC_003280.10;NC_003280.10	8688171;8689489	8688951;8691915	+;+	3208	0
CELE_C34C6.3	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8691910;8692123;8692381;8692625;8692951;8693333;8693592;8693841	8692078;8692190;8692579;8692840;8693286;8693551;8693795;8694195	+;+;+;+;+;+;+;+	1766	90
CELE_C34C6.10	NC_003280.10;NC_003280.10;NC_003280.10	8694427;8695027;8695257	8694872;8695204;8695883	-;-;-	1251	10
CELE_C34C6.4	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8696591;8696824;8697232;8697604;8698010;8698403;8698770	8696774;8697186;8697518;8697911;8698351;8698598;8698928	-;-;-;-;-;-;-	1839	1024
CELE_C34C6.5	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8699012;8699022;8699330;8699330;8699517;8699517;8699517;8699517;8699968;8699968;8699968;8699968;8700122;8700122;8700122;8700122;8700601;8700601;8700601;8700601;8700750;8700750;8700750;8700969;8701425;8701425	8699470;8699470;8699470;8699470;8699864;8699864;8699864;8699864;8700074;8700074;8700074;8700074;8700473;8700473;8700473;8700473;8700669;8700698;8700698;8700698;8700881;8700881;8700881;8701252;8701518;8701669	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2025	864
CELE_C34C6.8	NC_003280.10;NC_003280.10	8703315;8703632	8703424;8703829	-;-	308	0
CELE_C34C6.6	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8704824;8704825;8704974;8704980;8705207;8705207;8705600;8705600;8705976;8705976;8706118;8706118;8706628;8706628	8704924;8704924;8705158;8705158;8705551;8705551;8705830;8705830;8706065;8706065;8706581;8706581;8706760;8706721	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1549	396
CELE_C34C6.7	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8707155;8707597;8707651;8707946;8707946;8708528;8708528;8708726;8708726	8707547;8707858;8707858;8708478;8708478;8708683;8708683;8708809;8708860	+;+;+;+;+;+;+;+;+	1479	776
CELE_C34C6.1	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8708689;8709228;8709467;8709742;8709943;8710204	8709186;8709313;8709649;8709888;8710161;8710417	-;-;-;-;-;-	1347	0
CELE_T01B7.1	NC_003280.10;NC_003280.10	8711589;8711874	8711801;8712035	+;+	375	0
CELE_T01B7.2	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8712068;8712271;8712413;8712753;8713010;8713209	8712215;8712368;8712595;8712923;8713162;8713412	-;-;-;-;-;-	957	0
CELE_T01B7.3	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8713998;8714327;8714580;8714871	8714260;8714534;8714747;8715013	-;-;-;-	782	872
CELE_T01B7.4	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8715131;8715740;8715966;8716179	8715302;8715920;8716124;8716281	-;-;-;-	615	670
CELE_T01B7.13	NC_003280.10;NC_003280.10	8715397;8715621	8715571;8715744	+;+	299	4
CELE_T01B7.5	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8716828;8716834;8716920;8716920;8717170;8717170;8717437;8718389;8718389;8718543;8718543;8718709;8718709;8719034;8719034;8719933;8719933;8721513;8721513	8716867;8716867;8717125;8717125;8717393;8717523;8717523;8718495;8718495;8718663;8718663;8718867;8718867;8719186;8719186;8720081;8720081;8721685;8721688	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1465	2944
CELE_T01B7.6	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8722474;8722687;8723370;8724018;8724754	8722636;8723322;8723969;8724703;8725522	+;+;+;+;+	2854	4319
CELE_T01B7.9	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8725533;8726072;8726184;8726656	8725742;8726132;8726310;8726800	-;-;-;-	543	28
CELE_T01B7.10	NC_003280.10	8727050	8727263	+	214	0
CELE_T01B7.12	NC_003280.10	8727792	8727941	-	150	0
CELE_T01B7.11	NC_003280.10	8732700	8732843	-	144	0
CELE_T01B7.7	NC_003280.10;NC_003280.10;NC_003280.10	8733050;8733242;8734077	8733190;8734026;8734239	+;+;+	1089	90
CELE_T01B7.8	NC_003280.10;NC_003280.10;NC_003280.10	8736726;8737201;8737464	8737059;8737409;8737556	-;-;-	636	10
CELE_K08F8.1	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8744071;8744071;8744077;8744478;8744478;8744478;8745249;8745249;8745249;8745501;8745501;8745802;8745802;8745802;8745802;8745802;8746057;8746057;8746057;8746057;8746057;8746355;8746355;8746355;8746355;8746588;8746588;8746588;8746852;8746852;8746852;8746852	8744213;8744213;8744213;8744614;8744614;8744614;8745750;8745750;8745750;8745750;8745750;8746006;8746006;8746006;8746006;8746006;8746134;8746134;8746134;8746134;8746134;8746479;8746538;8746479;8746802;8746802;8746802;8746802;8747070;8747234;8747234;8747250	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1912	2711
CELE_K08F8.12	NC_003280.10	8748105	8748235	-	131	0
CELE_K08F8.13	NC_003280.10	8749282	8749399	-	118	0
CELE_K08F8.11	NC_003280.10	8750332	8750635	+	304	0
CELE_K08F8.10	NC_003280.10	8751016	8751201	-	186	0
CELE_K08F8.8	NC_003280.10	8751152	8751359	+	208	0
CELE_K08F8.2	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8751986;8752191;8752797;8753102;8753432;8753619	8752116;8752566;8753019;8753358;8753530;8753933	+;+;+;+;+;+	1401	498
CELE_K08F8.7	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8754058;8754274;8754659;8754793;8755140	8754218;8754554;8754745;8754870;8755370	-;-;-;-;-	838	12
CELE_K08F8.9	NC_003280.10	8755854	8756134	+	281	0
CELE_K08F8.3	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8756295;8756875;8757042;8757199;8757335;8757525;8757715;8757971;8758256;8758582	8756787;8756993;8757147;8757287;8757439;8757665;8757902;8758208;8758325;8758631	-;-;-;-;-;-;-;-;-;-	1599	405
CELE_K08F8.4	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8762622;8762675;8762937;8762937;8763211;8763211;8763513;8763513;8763699;8763699;8764008;8764008;8764223;8764223;8764824;8764824;8765036;8766899	8762891;8762891;8763166;8763166;8763337;8763337;8763648;8763648;8763895;8763895;8764170;8764170;8764415;8764415;8764940;8764940;8765211;8766997	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1708	2959
CELE_K08F8.5	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8766775;8767185;8767297;8767297;8767639;8767834;8767834;8768146;8768146;8768489;8768489;8768673;8768673;8768827;8768827;8769177;8769177	8767229;8767229;8767455;8767455;8767704;8768103;8768103;8768315;8768315;8768623;8768623;8768778;8768778;8768917;8768917;8769422;8769422	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1698	45
CELE_K08F8.15	NC_003280.10	8766809	8766838	+	30	0
CELE_K08F8.14	NC_003280.10	8768376	8768437	-	62	0
CELE_K08F8.6	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8770975;8771211;8771471;8771679;8772024;8772895;8773206;8773605;8773853;8774081;8774866;8775091;8775732;8775877;8777473;8777786;8779265;8779900;8780767;8781191	8771091;8771423;8771630;8771973;8772730;8773161;8773400;8773806;8774023;8774474;8775045;8775651;8775827;8777365;8777736;8779171;8779850;8780713;8781117;8782020	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9278	3509
CELE_F07H5.2	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8782008;8782289;8782527;8783036;8783335	8782238;8782479;8782737;8783258;8783670	-;-;-;-;-	1192	100
CELE_F07H5.3	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8784535;8784535;8784883;8784883;8785138;8785145;8785363;8785363	8784831;8784831;8785048;8785048;8785316;8785316;8785513;8785513	+;+;+;+;+;+;+;+	793	2157
CELE_F07H5.4	NC_003280.10;NC_003280.10	8786457;8786624	8786577;8787119	+;+	617	654
CELE_F07H5.5	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8787770;8787770;8787863;8787863;8788032;8788032;8788421;8788421;8788589;8788589;8788814;8788814;8788961;8788961;8789503;8789563	8787815;8787819;8787948;8787948;8788373;8788373;8788539;8788541;8788764;8788764;8788911;8788911;8789460;8789460;8789716;8789716	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1587	18202
CELE_F07H5.13	NC_003280.10;NC_003280.10	8790557;8790802	8790724;8791441	+;+	808	747
CELE_F07H5.6	NC_003280.10;NC_003280.10;NC_003280.10	8791854;8792071;8792639	8792002;8792226;8792740	-;-;-	407	18
CELE_F07H5.7	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8792903;8793493;8793636;8793762;8793974	8793438;8793588;8793686;8793856;8794172	-;-;-;-;-	977	38
CELE_F07H5.8	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8801130;8801968;8802161;8802380;8802610;8803944;8804293;8804491	8801264;8802114;8802331;8802562;8803833;8804249;8804418;8804889	+;+;+;+;+;+;+;+	2691	54
CELE_F07H5.9	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8804835;8804900;8805171;8805171;8805409;8805409;8805628;8805628;8806265;8806311;8806649;8806649;8806801;8806801	8805124;8805124;8805311;8805311;8805584;8805584;8805931;8805931;8806598;8806598;8806753;8806753;8807021;8806902	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1571	94
CELE_F07H5.10	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8807141;8807458;8807639;8808038;8808223;8808370	8807403;8807589;8807990;8808171;8808318;8808582	-;-;-;-;-;-	1190	1762
CELE_F46C5.9	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8808636;8809222;8809553;8809740;8810017;8810189;8810597	8809024;8809364;8809692;8809969;8810143;8810546;8810729	-;-;-;-;-;-;-	1520	3137
CELE_F46C5.8	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8811370;8811491;8811706;8811847;8811988;8812172	8811437;8811595;8811801;8811932;8812123;8812633	+;+;+;+;+;+	953	2037
CELE_F46C5.10	NC_003280.10;NC_003280.10;NC_003280.10	8817593;8817871;8818294	8817815;8818133;8819028	-;-;-	1221	98
CELE_F46C5.14	NC_003280.10	8819542	8820163	+	622	0
CELE_F46C5.1	NC_003280.10;NC_003280.10;NC_003280.10	8820153;8820792;8821118	8820539;8821069;8821190	-;-;-	738	40
CELE_F46C5.3	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8826069;8826397;8826584;8826716;8826973;8827123;8827271;8827414;8827706;8828006	8826154;8826459;8826665;8826805;8827076;8827227;8827368;8827657;8827959;8828215	+;+;+;+;+;+;+;+;+;+	1336	10
CELE_F46C5.2	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8828196;8828515;8828765;8828924;8829078;8829216	8828386;8828720;8828844;8829029;8829163;8829287	-;-;-;-;-;-	741	38
CELE_F46C5.13	NC_003280.10	8830032	8830140	+	109	0
CELE_F46C5.12	NC_003280.10	8832222	8832359	-	138	0
CELE_F46C5.11	NC_003280.10	8833110	8833239	+	130	0
CELE_F46C5.4	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8836175;8836456;8838355;8838488;8838675;8839123	8836220;8836552;8838439;8838623;8838780;8839313	+;+;+;+;+;+	661	20
CELE_F46C5.7	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8839325;8839553;8839899;8840037	8839471;8839850;8839989;8840257	+;+;+;+	757	2
CELE_F46C5.6	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8840200;8840896;8841157;8841573;8841853;8842080;8842374;8842756;8842930;8843162;8843310;8843563;8843705;8843813;8844103;8844439	8840846;8841104;8841452;8841678;8842035;8842270;8842706;8842880;8843037;8843268;8843383;8843628;8843766;8844019;8844248;8844515	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2937	210
CELE_T14D7.4	NC_003280.10	8844702	8844924	+	223	0
CELE_T14D7.1	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8845598;8846230;8847061;8847286;8847412;8847564;8847947;8848125;8848266;8848583;8848758	8845639;8846379;8847219;8847364;8847520;8847762;8848074;8848220;8848524;8848707;8848902	+;+;+;+;+;+;+;+;+;+;+	1491	735
CELE_T14D7.2	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8848843;8849808;8850175;8850562;8850974;8851691;8851950	8849487;8850052;8850430;8850881;8851645;8851814;8852096	-;-;-;-;-;-;-	2409	502
CELE_T14D7.3	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8859066;8859295;8859419;8859539	8859249;8859341;8859497;8859696	-;-;-;-	468	6
CELE_T07D4.1	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8860004;8861365;8863712;8863842;8864153;8864335;8865033	8861030;8861522;8863789;8864023;8864289;8864755;8865178	-;-;-;-;-;-;-	2149	152
CELE_T07D4.2	NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10;NC_003280.10	8869549;8869549;8869549;8870120;8870120;8870120;8870350;8870350;8870350;8870670;8870670;8870670;8870790;8870790;8870790;8870934;8870934;8870934;8871783;8872947;8872947;8873308;8873308;8873806;8873900	8869987;8869987;8869987;8870304;8870304;8870304;8870465;8870465;8870465;8870746;8870746;8870746;8870878;8870878;8870878;8871270;8871270;8871270;8871954;8873071;8873071;8873398;8873398;8873833;8873942	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1702	132
CELE_T07D4.6	NC_003280.10	8875072	8875249	-	178	0
CELE_T07D4.7	NC_003280.10	8877143	8877260	-	118	0
